year_month,survey_organization,approve_percent,disapprove_percent
2009-09,Generated Data,53.9,36.1
2009-09,Zogby (Internet),49,50
2009-09,Generated Data,50.1,43.9
2009-09,Generated Data,51.3,47.7
2009-09,Generated Data,53.7,43.3
2009-09,Generated Data,49.8,50.2
2009-09,Generated Data,42.3,51.2
2009-09,Generated Data,41,49
2009-09,Generated Data,49.2,44.3
2009-09,Generated Data,49.5,44
2009-09,Generated Data,63,35
2009-09,Generated Data,50.3,39.7
2009-09,Generated Data,52.4,40.6
2009-09,CNN,58,40
2009-09,Generated Data,49,44.5
2009-09,Generated Data,37.1,54.9
2009-09,Generated Data,46.8,47.2
2009-09,Generated Data,50.4,43.1
2009-09,Generated Data,41.5,52.5
2009-09,Generated Data,59.5,28.5
2009-09,Generated Data,49.4,44.6
2009-09,Generated Data,53.4,43.6
2009-09,Generated Data,55.3,36.7
2009-09,Generated Data,55.3,42.7
2009-09,Generated Data,59.1,38.9
2009-09,Generated Data,62.8,29.2
2009-09,Generated Data,34.7,59.3
2009-09,Generated Data,50,43
2009-09,Generated Data,53.5,33.5
2009-09,Generated Data,52.7,34.3
2009-09,Generated Data,52.9,45.1
2009-09,Generated Data,36.1,63.9
2009-09,Generated Data,49.9,49.1
2009-09,Generated Data,56,31
2009-09,Generated Data,52.8,39.2
2009-09,Generated Data,50.2,49.8
2009-09,Generated Data,47,52
2009-09,Generated Data,42,55
2009-09,Generated Data,49.2,50.8
2009-09,Generated Data,57.8,29.2
2009-09,Generated Data,46,46
2009-09,Generated Data,61.7,31.3
2009-09,Generated Data,39.3,54.7
2009-09,Generated Data,51.8,41.2
2009-09,Generated Data,51.3,40.7
2009-09,Generated Data,51.9,45.1
2009-09,Generated Data,54.2,43.8
2009-09,Generated Data,55.7,41.3
2009-09,Generated Data,51,46
2009-09,Generated Data,57.1,34.9
2009-09,Generated Data,47.6,51.4
2009-09,Generated Data,40.8,58.2
2009-09,Generated Data,52.1,44.9
2009-09,Generated Data,41.1,55.9
2009-09,Generated Data,51,43
2009-09,Generated Data,53.2,39.8
2009-09,Generated Data,42.4,49.6
2009-09,Generated Data,50.9,42.1
2009-09,Generated Data,57.6,34.4
2009-09,Generated Data,64.5,32.5
2009-09,Generated Data,40.6,51.4
2009-09,Generated Data,54.5,44.5
2009-09,Generated Data,56.1,40.9
2009-09,Generated Data,50.7,43.3
2009-09,Generated Data,55.2,42.8
2009-09,Generated Data,46.6,52.4
2009-09,Generated Data,54.9,32.1
2009-09,Generated Data,56.6,35.4
2009-09,Generated Data,48.7,43.3
2009-09,Generated Data,54.7,38.3
2009-09,Generated Data,48.5,43.5
2009-09,Generated Data,42,58
2009-09,Generated Data,55.3,34.7
2009-09,Generated Data,42.4,56.6
2009-09,Generated Data,56.5,42.5
2009-09,Generated Data,46.8,52.2
2009-09,Generated Data,47.3,49.7
2009-09,Generated Data,49.9,50.1
2009-09,Generated Data,52.5,37.5
2009-09,Generated Data,49.3,42.7
2009-09,Generated Data,55,33
2009-09,Generated Data,54.8,44.2
2009-09,Generated Data,55.4,37.6
2009-09,PPP (D),52,42
2009-09,Generated Data,49.5,44
2009-09,Generated Data,51.6,41.9
2009-09,Generated Data,46.1,53.9
2009-09,Generated Data,55.6,43.4
2009-09,Generated Data,50,49
2009-09,Generated Data,61.9,36.1
2009-09,Generated Data,46.1,52.9
2009-09,Generated Data,52,40
2009-09,Generated Data,50.1,37.9
2009-09,Generated Data,51.1,45.9
2009-09,Generated Data,57.7,39.3
2009-09,Generated Data,51,36
2009-09,Generated Data,49.9,40.1
2009-09,Generated Data,47.7,49.3
2009-09,Generated Data,55.2,42.8
2009-09,Generated Data,46.9,45.1
2009-09,Generated Data,43.6,55.4
2009-09,Generated Data,54.5,42.5
2009-09,Generated Data,42.5,47.5
2009-09,Generated Data,57.3,35.7
2009-09,Generated Data,58.6,38.4
2009-09,Generated Data,53,40
2009-09,Generated Data,49.3,49.7
2009-09,Generated Data,55.1,37.9
2009-09,Generated Data,53.8,45.2
2009-09,Generated Data,49.9,43.1
2009-09,Generated Data,47.5,40.5
2009-09,Generated Data,52.3,41.7
2009-09,Generated Data,54.7,44.3
2009-09,Generated Data,50.1,41.9
2009-09,Generated Data,52.1,41.9
2009-09,Generated Data,50.9,48.1
2009-09,Generated Data,51.8,40.2
2009-09,Generated Data,51.2,45.8
2009-09,Generated Data,48.2,48.8
2009-09,Generated Data,42.6,49.4
2009-09,Generated Data,47.9,46.1
2009-09,Generated Data,51.4,47.6
2009-09,Generated Data,52.7,44.3
2009-09,Generated Data,55.9,41.1
2009-09,Generated Data,42.4,47.6
2009-09,Generated Data,40.4,59.6
2009-09,Generated Data,46.8,45.2
2009-09,Generated Data,41.4,57.6
2009-09,Generated Data,50.6,41.4
2009-09,Generated Data,48.1,50.9
2009-09,Generated Data,49.1,42.9
2009-09,Generated Data,64.4,28.6
2009-09,Generated Data,57,42
2009-09,Generated Data,45.9,47.1
2009-09,Generated Data,51.2,35.8
2009-09,Generated Data,51.5,35.5
2009-09,Generated Data,44.5,47.5
2009-09,NBC/WSJ,51,41
2009-09,Generated Data,48.6,51.4
2009-09,Generated Data,43.4,55.6
2009-09,Generated Data,44.3,49.7
2009-09,Generated Data,56.6,40.4
2009-09,Generated Data,46.8,51.2
2009-09,Generated Data,46.6,52.4
2009-09,Generated Data,53.1,46.9
2009-09,Generated Data,59,34
2009-09,Generated Data,38.2,60.8
2009-09,Generated Data,55.4,42.6
2009-09,ABC/Post,54,43
2009-09,Generated Data,55.7,42.3
2009-09,Generated Data,35.6,56.4
2009-09,Generated Data,40.8,58.2
2009-09,Generated Data,50.1,41.9
2009-09,Generated Data,56.7,35.3
2009-09,Generated Data,42.8,49.2
2009-09,Generated Data,50,47
2009-09,Generated Data,59.7,33.3
2009-09,Generated Data,54.7,43.3
2009-09,Generated Data,52.2,47.8
2009-09,Generated Data,52.4,44.6
2009-09,Generated Data,49.2,47.8
2009-09,Generated Data,51.8,47.2
2009-09,Generated Data,59.8,33.2
2009-09,Generated Data,42.1,49.9
2009-09,Generated Data,59.8,32.2
2009-09,Generated Data,42.2,49.8
2009-09,Generated Data,44.9,47.1
2009-09,Generated Data,48.4,50.6
2009-09,Generated Data,48.9,48.1
2009-09,Generated Data,61.5,35.5
2009-09,Generated Data,54.7,42.3
2009-09,Generated Data,62.3,29.7
2009-09,Generated Data,51.3,45.7
2009-09,Generated Data,57.1,41.9
2009-09,Generated Data,51,41
2009-09,Generated Data,62.1,35.9
2009-09,Generated Data,51.8,35.2
2009-09,Generated Data,55.8,41.2
2009-09,Generated Data,60.3,36.7
2009-09,Generated Data,53.1,38.9
2009-09,Generated Data,50.9,41.1
2009-09,Generated Data,63.2,33.8
2009-09,Generated Data,39.9,53.6
2009-09,Generated Data,57.9,35.1
2009-09,Generated Data,50.4,41.6
2009-09,Generated Data,45.3,47.7
2009-09,Generated Data,53.7,38.3
2009-09,Generated Data,44.9,54.1
2009-09,Generated Data,48.4,51.6
2009-09,Generated Data,61.8,36.2
2009-09,Generated Data,53.1,45.9
2009-09,Generated Data,59.4,37.6
2009-09,Generated Data,57.9,29.1
2009-09,Generated Data,48.5,51.5
2009-09,Generated Data,56.1,37.9
2009-09,Generated Data,54.5,37.5
2009-09,Generated Data,51.9,35.1
2009-09,Generated Data,49.6,43.9
2009-09,Pew,52,36
2009-09,Generated Data,51.6,41.4
2009-09,Generated Data,54.8,42.2
2009-09,Generated Data,60.4,36.6
2009-09,Generated Data,53.9,45.1
2009-09,Generated Data,47.8,51.2
2009-09,Generated Data,54,38
2009-09,Generated Data,44.2,55.8
2009-09,Generated Data,56.9,35.1
2009-09,Generated Data,58.8,34.2
2009-09,Generated Data,41.5,48.5
2009-09,Generated Data,63.4,34.6
2009-09,Generated Data,48,49
2009-09,Generated Data,49.8,48.2
2009-09,Generated Data,52.9,40.6
2009-09,Generated Data,56.4,30.6
2009-09,Generated Data,58.9,38.1
2009-09,Generated Data,55.5,34.5
2009-09,Generated Data,42.1,47.9
2009-09,Generated Data,54.1,37.9
2009-09,Generated Data,44.7,54.3
2009-09,Generated Data,41.4,57.6
2009-09,Generated Data,50.8,43.2
2009-09,Generated Data,42.4,51.6
2009-09,Generated Data,55.7,42.3
2009-09,Generated Data,49.2,47.8
2009-09,Generated Data,58.5,39.5
2009-09,Generated Data,52.3,40.7
2009-09,Generated Data,56.3,35.7
2009-09,Generated Data,53.1,43.9
2009-09,Generated Data,46.4,45.6
2009-09,Generated Data,60.9,37.1
2009-09,Generated Data,68.7,23.3
2009-09,Generated Data,51.2,38.8
2009-09,Generated Data,51.8,47.2
2009-09,Generated Data,59.9,37.1
2009-09,Generated Data,37.4,56.6
2009-09,Generated Data,58,39
2009-09,Generated Data,53.2,43.8
2009-09,Generated Data,49.4,40.6
2009-09,Generated Data,45.2,48.8
2009-09,Generated Data,54,34
2009-09,Generated Data,44.8,48.2
2009-09,Generated Data,47.5,45.5
2009-09,Generated Data,56.5,37
2009-09,Generated Data,43.2,50.3
2009-09,Generated Data,50.3,43.7
2009-09,Generated Data,42.8,51.2
2009-09,Generated Data,48.1,43.9
2009-09,Generated Data,47.3,42.7
2009-09,Generated Data,52.1,41.9
2009-09,Generated Data,53,46
2009-09,Generated Data,39.1,60.9
2009-09,Generated Data,59.9,38.1
2009-09,Generated Data,37.1,56.9
2009-09,Generated Data,55.7,36.3
2009-09,Generated Data,47,52
2009-09,Generated Data,52.9,34.1
2009-09,Generated Data,51.9,47.1
2009-09,Generated Data,44.2,54.8
2009-09,Generated Data,43.2,56.8
2009-09,Generated Data,55.6,41.4
2009-09,Generated Data,50,42
2009-09,Generated Data,47.2,44.8
2009-09,Generated Data,51.8,40.2
2009-09,Generated Data,55.2,42.8
2009-09,Generated Data,47.7,51.3
2009-09,Generated Data,53.3,43.7
2009-09,Generated Data,49.8,38.2
2009-09,Generated Data,54.2,37.8
2009-09,Generated Data,55,42
2009-09,Generated Data,49.5,42.5
2009-09,Generated Data,43.6,54.4
2009-09,Generated Data,57.7,35.3
2009-09,Generated Data,54.3,37.7
2009-09,Generated Data,48.2,45.3
2009-09,Generated Data,57.8,40.2
2009-09,Generated Data,43,47
2009-09,Generated Data,37.9,56.1
2009-09,Generated Data,42.8,54.2
2009-09,Generated Data,50.4,43.1
2009-09,Generated Data,58.9,33.1
2009-09,Generated Data,55.6,32.4
2009-09,AP-GFK,50,49
2009-09,Generated Data,52.5,45.5
2009-09,Generated Data,51.3,45.7
2009-09,Generated Data,44.2,49.8
2009-09,Generated Data,44.1,45.9
2009-09,Generated Data,54.4,44.6
2009-09,Generated Data,45.5,48.5
2009-09,Generated Data,49.1,44.4
2009-09,Generated Data,50.8,42.7
2009-09,Generated Data,58,41
2009-09,Generated Data,50.7,41.3
2009-09,Generated Data,55.6,43.4
2009-09,Generated Data,49.1,44.9
2009-09,Generated Data,65.4,32.6
2009-09,Generated Data,60,38
2009-09,Generated Data,52.1,41.9
2009-09,Generated Data,52.7,39.3
2009-09,Generated Data,50.6,46.4
2009-09,Generated Data,61.5,36.5
2009-09,Generated Data,44.3,54.7
2009-09,Generated Data,59.6,37.4
2009-09,Generated Data,54.7,32.3
2009-09,Generated Data,54,38
2009-09,Generated Data,43,56
2009-09,Generated Data,53.2,46.8
2009-09,Generated Data,47.2,51.8
2009-09,Generated Data,57.5,36.5
2009-09,Generated Data,46.8,52.2
2009-09,Generated Data,47.9,44.1
2009-09,Generated Data,51,48
2009-09,Generated Data,58.3,38.7
2009-09,Generated Data,49.1,48.9
2009-09,Generated Data,51,47
2009-09,Generated Data,48.5,43.5
2009-09,Generated Data,67,26
2009-09,Generated Data,50.8,41.2
2009-09,Generated Data,44.9,55.1
2009-09,Generated Data,52.6,39.4
2009-09,Generated Data,57.7,40.3
2009-09,Generated Data,52.9,45.1
2009-09,Generated Data,56.3,30.7
2009-09,Generated Data,51.4,40.6
2009-09,Generated Data,37.7,56.3
2009-09,Generated Data,39.6,52.4
2009-09,Generated Data,56.1,40.9
2009-09,Generated Data,42.5,49.5
2009-09,Generated Data,44.2,47.8
2009-09,Generated Data,45.7,47.8
2009-09,Generated Data,50.9,43.1
2009-09,Generated Data,52.6,39.4
2009-09,Generated Data,53.3,43.7
2009-09,Generated Data,42.6,56.4
2009-09,Generated Data,64.2,32.8
2009-09,Generated Data,59,41
2009-09,Generated Data,45.6,46.4
2009-09,Generated Data,34.1,57.9
2009-09,Generated Data,51.1,47.9
2009-09,Generated Data,44.9,54.1
2009-09,Generated Data,53.5,39.5
2009-09,Generated Data,52.1,40.9
2009-09,Generated Data,53.1,33.9
2009-09,Generated Data,49.6,43.9
2009-09,Generated Data,53.6,43.4
2009-09,Generated Data,48.3,45.7
2009-09,Generated Data,56.9,37.1
2009-09,Generated Data,47.4,46.6
2009-09,Generated Data,52.2,46.8
2009-09,Generated Data,44.7,55.3
2009-09,Generated Data,51.7,47.3
2009-09,Generated Data,49.4,49.6
2009-09,Generated Data,59.7,32.3
2009-09,Generated Data,53.9,33.1
2009-09,Generated Data,38.8,53.2
2009-09,Generated Data,52.6,44.4
2009-09,Generated Data,50.3,39.7
2009-09,Generated Data,60.8,31.2
2009-09,Generated Data,58.1,39.9
2009-09,Generated Data,38.9,60.1
2009-09,Generated Data,52.3,44.7
2009-09,Generated Data,46.2,45.8
2009-09,Generated Data,38.1,53.9
2009-09,Generated Data,42.3,51.7
2009-09,Generated Data,62.1,30.9
2009-09,Generated Data,48.6,51.4
2009-09,Generated Data,46.4,45.6
2009-09,Generated Data,45.7,53.3
2009-09,Generated Data,61.4,31.6
2009-09,Generated Data,49.5,42.5
2009-09,Generated Data,47.3,44.7
2009-09,Generated Data,46.3,47.2
2009-09,Generated Data,47.1,51.9
2009-09,Generated Data,43.5,48.5
2009-09,Generated Data,50.8,36.2
2009-09,Generated Data,47,46
2009-09,Generated Data,46.8,53.2
2009-09,Generated Data,48.9,50.1
2009-09,Generated Data,47,52
2009-09,Generated Data,43.8,55.2
2009-09,Generated Data,53.6,34.4
2009-09,Generated Data,50.7,41.3
2009-09,Generated Data,51.2,45.8
2009-09,Generated Data,50.7,42.8
2009-09,Generated Data,54.4,39.1
2009-09,Generated Data,52,45
2009-09,Generated Data,48.1,43.9
2009-09,Generated Data,59.8,38.2
2009-09,Generated Data,49.4,49.6
2009-09,Generated Data,42,58
2009-09,Generated Data,52.7,45.3
2009-09,Generated Data,47.6,40.4
2009-09,Generated Data,46.4,45.6
2009-09,Generated Data,54.7,42.3
2009-09,Generated Data,48.3,41.7
2009-09,Generated Data,55.1,36.9
2009-09,Generated Data,55.8,42.2
2009-09,Generated Data,57,31
2009-09,Generated Data,49.9,49.1
2009-09,OnMessage (R-RNC),55,43
2009-09,Generated Data,57.2,35.8
2009-09,Generated Data,56.8,33.2
2009-09,Generated Data,40.7,51.3
2009-09,Generated Data,52,40
2009-09,Generated Data,46.8,53.2
2009-09,Generated Data,48.8,48.2
2009-09,Generated Data,49,48
2009-09,Generated Data,41,51
2009-09,Generated Data,38.5,61.5
2009-09,Generated Data,54.5,38.5
2009-09,Generated Data,52.8,39.2
2009-09,Generated Data,57.6,34.4
2009-09,Generated Data,55.1,36.9
2009-09,Generated Data,55.1,41.9
2009-09,Generated Data,63,30
2009-09,Generated Data,53.3,33.7
2009-09,Generated Data,54.6,43.4
2009-09,Generated Data,50.7,39.3
2009-09,Generated Data,49,49
2009-09,Generated Data,46.5,45.5
2009-09,Generated Data,50,42
2009-09,Generated Data,57.4,34.6
2009-09,Generated Data,54.6,43.4
2009-09,Generated Data,52.7,46.3
2009-09,Generated Data,51.6,40.4
2009-09,Generated Data,54.9,43.1
2009-09,Generated Data,56.8,42.2
2009-09,Generated Data,45.2,46.8
2009-09,Generated Data,50.6,37.4
2009-09,Generated Data,48.6,43.4
2009-09,Generated Data,62.1,30.9
2009-09,Generated Data,54.9,38.1
2009-09,Generated Data,61.1,32.9
2009-09,Generated Data,55.6,36.4
2009-09,Generated Data,57.4,41.6
2009-09,Generated Data,54.7,42.3
2009-09,Generated Data,50.4,36.6
2009-09,Generated Data,51.7,45.3
2009-09,Generated Data,34.1,59.9
2009-09,Generated Data,44.8,45.2
2009-09,Generated Data,50.4,37.6
2009-09,Generated Data,51.3,46.7
2009-09,Generated Data,48.6,51.4
2009-09,Generated Data,50.6,43.4
2009-09,Generated Data,53.4,46.6
2009-09,Generated Data,51,36
2009-09,Generated Data,54.8,38.2
2009-09,Generated Data,64.5,28.5
2009-09,Generated Data,61.9,31.1
2009-09,Generated Data,58.8,39.2
2009-09,Generated Data,41.1,52.9
2009-09,Generated Data,39.1,52.9
2009-09,Generated Data,46.2,46.8
2009-09,Allstate/National Journal,52,40
2009-09,Generated Data,54.6,45.4
2009-09,Generated Data,34.7,59.3
2009-09,Generated Data,52.1,44.9
2009-09,Generated Data,43.8,55.2
2009-09,Generated Data,46.2,50.8
2009-09,Generated Data,56.6,40.4
2009-09,Generated Data,50.7,49.3
2009-09,Generated Data,59.5,37.5
2009-09,Generated Data,46.7,46.3
2009-09,Generated Data,61.2,31.8
2009-09,Generated Data,58.1,35.4
2009-09,Generated Data,52.8,41.2
2009-09,Generated Data,66.9,31.1
2009-09,Generated Data,52.9,39.1
2009-09,Generated Data,47.4,51.6
2009-09,Generated Data,56.4,41.6
2009-09,Generated Data,61.5,35.5
2009-09,Generated Data,46.5,52.5
2009-09,Generated Data,46.2,50.8
2009-09,Generated Data,51.1,40.9
2009-09,Generated Data,43.6,46.4
2009-09,Generated Data,51.1,45.9
2009-09,Generated Data,43.3,46.7
2009-09,Generated Data,39.1,52.9
2009-09,Generated Data,47.6,49.4
2009-09,Generated Data,40,52
2009-09,Generated Data,49,48
2009-09,Generated Data,52,45
2009-09,Democracy Corps (D),46,46
2009-09,Generated Data,57.7,35.3
2009-09,Generated Data,61.3,30.7
2009-09,Generated Data,48,44
2009-09,Generated Data,52.2,46.8
2009-09,Generated Data,56.3,40.7
2009-09,Generated Data,52.1,44.9
2009-09,Generated Data,58.9,34.1
2009-09,Generated Data,38.4,51.6
2009-09,Generated Data,52.4,40.6
2009-09,Generated Data,50.6,36.4
2009-09,Generated Data,58.9,39.1
2009-09,Generated Data,43.9,48.1
2009-09,Generated Data,50.2,41.8
2009-09,Generated Data,50.7,47.3
2009-09,Generated Data,39.6,60.4
2009-09,Generated Data,48.2,45.3
2009-09,Generated Data,38.5,55.5
2009-09,Generated Data,52.7,34.3
2009-09,Generated Data,51.4,46.6
2009-09,Generated Data,42.8,51.2
2009-09,Generated Data,46.2,43.8
2009-09,Generated Data,48.7,39.3
2009-09,Generated Data,44.1,43.9
2009-09,Generated Data,48.6,43.4
2009-09,Generated Data,51.2,42.3
2009-09,Generated Data,42.8,49.2
2009-09,Generated Data,55.9,31.1
2009-09,Generated Data,51.2,41.8
2009-09,Generated Data,53.4,39.6
2009-09,Generated Data,51.9,41.1
2009-09,Generated Data,53.4,45.6
2009-09,Generated Data,57.5,40.5
2009-09,Generated Data,55,37
2009-09,Generated Data,49.5,44
2009-09,Gallup,52,41
2009-09,Generated Data,52.6,44.4
2009-09,Generated Data,52.6,37.4
2009-09,Generated Data,44.2,49.8
2009-09,Generated Data,53.5,44.5
2009-09,Generated Data,48,51
2009-09,Generated Data,64.6,33.4
2009-09,Generated Data,49,43
2009-09,Generated Data,44,48
2009-09,Generated Data,51.8,45.2
2009-09,Generated Data,45.8,54.2
2009-09,Generated Data,54.4,42.6
2009-09,Generated Data,64.9,32.1
2009-09,Generated Data,47.6,40.4
2009-09,Generated Data,46.1,45.9
2009-09,Generated Data,58.2,35.8
2009-09,Generated Data,53.2,40.8
2009-09,Generated Data,57.2,39.8
2009-09,Generated Data,43.3,55.7
2009-09,Generated Data,57.9,39.1
2009-09,Generated Data,47.4,45.6
2009-09,Generated Data,45.6,53.4
2009-09,Generated Data,59.4,38.6
2009-09,Generated Data,50.8,41.2
2009-09,Generated Data,46,44
2009-09,Generated Data,54.8,38.2
2009-09,Generated Data,60.7,37.3
2009-09,Generated Data,51.5,47.5
2009-09,Generated Data,44.7,54.3
2009-09,Generated Data,49.6,49.4
2009-09,Generated Data,48,44
2009-09,Generated Data,55.8,37.2
2009-09,Generated Data,50.5,37.5
2009-09,Generated Data,50.2,43.8
2009-09,Generated Data,52.3,41.2
2009-09,Generated Data,55.9,37.1
2009-09,Generated Data,47.2,44.8
2009-09,Generated Data,40.2,53.8
2009-09,Generated Data,63.6,23.4
2009-09,Generated Data,52.9,40.1
2009-09,Generated Data,45.7,51.3
2009-09,Generated Data,34.2,59.8
2009-09,CBS/Times,51.5,35.5
2009-09,Generated Data,54.3,37.7
2009-09,Generated Data,44.4,43.6
2009-09,Generated Data,52.9,45.1
2009-09,Generated Data,50.5,42.5
2009-09,Generated Data,49.7,40.3
2009-09,Generated Data,49.3,38.7
2009-09,Generated Data,52.9,44.1
2009-09,Generated Data,53.2,38.8
2009-09,Generated Data,54.6,39.4
2009-09,Generated Data,53.7,34.3
2009-09,Generated Data,56.7,41.3
2009-09,Generated Data,51.1,40.9
2009-09,Generated Data,48.4,43.6
2009-09,Generated Data,53.2,38.8
2009-09,Generated Data,52.8,41.2
2009-09,Generated Data,62.9,34.1
2009-09,Generated Data,39.5,52.5
2009-09,Generated Data,58.1,40.9
2009-09,Generated Data,46.2,47.3
2009-09,Generated Data,51.6,42.4
2009-09,Generated Data,48.5,48.5
2009-09,Generated Data,50.9,39.1
2009-09,Generated Data,44.9,45.1
2009-09,Generated Data,48.7,43.3
2009-09,Generated Data,56.8,36.2
2009-09,Generated Data,50.4,46.6
2009-09,Generated Data,47.5,49.5
2009-09,Generated Data,64,34
2009-09,ARG,43,51
2009-09,Generated Data,37.9,56.1
2009-09,Generated Data,43.2,50.8
2009-09,Generated Data,45.9,54.1
2009-09,Generated Data,55.1,42.9
2009-09,Generated Data,48.8,38.2
2009-09,Generated Data,46.4,52.6
2009-09,Generated Data,57.8,34.2
2009-09,Generated Data,59.8,33.2
2009-09,Generated Data,33.1,58.9
2009-09,Generated Data,45.3,44.7
2009-09,Generated Data,54.8,39.2
2009-09,Generated Data,42,50
2009-09,Generated Data,53.3,39.7
2009-09,Generated Data,54,40
2009-09,Generated Data,40.1,58.9
2009-09,Generated Data,51.5,48.5
2009-09,Generated Data,43.2,48.8
2009-09,Generated Data,51.4,38.6
2009-09,Generated Data,45.1,44.9
2009-09,Generated Data,55.4,41.6
2009-09,Generated Data,59.3,37.7
2009-09,Generated Data,59.1,37.9
2009-09,Generated Data,44.8,45.2
2009-09,Generated Data,57.6,40.4
2009-09,Generated Data,54.4,43.6
2009-09,Generated Data,42.1,51.9
2009-09,Generated Data,47.1,40.9
2009-09,Generated Data,52.4,40.6
2009-09,Generated Data,49.3,42.7
2009-09,Generated Data,54.5,38.5
2009-09,Generated Data,50.9,46.1
2009-09,Generated Data,65.2,32.8
2009-09,Generated Data,39.6,59.4
2009-09,Generated Data,51,42
2009-09,Generated Data,58.6,40.4
2009-09,Generated Data,55.5,38.5
2009-09,Generated Data,56.1,35.9
2009-09,Anzalone-Liszt (D-AUFC),56,41
2009-09,Generated Data,46.1,47.4
2009-09,Generated Data,54.7,38.3
2009-09,Generated Data,48,51
2009-09,Harris (Internet),47.5,52.5
2009-09,Generated Data,52.6,40.9
2009-09,Generated Data,50.7,48.3
2009-09,Generated Data,65.6,32.4
2009-09,Generated Data,46.6,53.4
2009-09,Generated Data,62.1,35.9
2009-09,Generated Data,44.6,47.4
2009-10,Generated Data,40.3,52.7
2009-10,Generated Data,49.5,49.5
2009-10,Generated Data,51.3,43.7
2009-10,Generated Data,47.2,51.8
2009-10,Generated Data,46.9,44.1
2009-10,Generated Data,55.2,43.8
2009-10,Generated Data,48.6,50.4
2009-10,Generated Data,39.1,60.9
2009-10,Generated Data,45.1,46.9
2009-10,Generated Data,60.2,38.3
2009-10,Generated Data,36.7,63.3
2009-10,Generated Data,59.2,39.3
2009-10,Generated Data,43.6,41.9
2009-10,Generated Data,60.3,36.7
2009-10,Generated Data,48.7,39.8
2009-10,Generated Data,57.3,39.7
2009-10,Generated Data,55.3,39.7
2009-10,Generated Data,54,34.5
2009-10,Generated Data,56.5,42
2009-10,Generated Data,56.4,43.6
2009-10,Generated Data,63.3,29.7
2009-10,Generated Data,50.1,49.9
2009-10,Generated Data,58.2,34.8
2009-10,Generated Data,49.4,45.6
2009-10,Generated Data,46.2,53.8
2009-10,Generated Data,52.3,42.7
2009-10,Generated Data,49.8,43.2
2009-10,Generated Data,52.2,46.8
2009-10,Generated Data,51.7,47.3
2009-10,Generated Data,47,38.5
2009-10,Generated Data,57.9,37.1
2009-10,Generated Data,43.2,56.8
2009-10,Generated Data,44.2,48.8
2009-10,Generated Data,53.5,46.5
2009-10,Generated Data,59.2,37.8
2009-10,Generated Data,50.2,42.8
2009-10,Generated Data,48.1,48.9
2009-10,Generated Data,38.4,61.6
2009-10,Generated Data,55.9,42.6
2009-10,Generated Data,54,39
2009-10,Generated Data,45.6,39.9
2009-10,Generated Data,42.7,42.8
2009-10,Generated Data,56.3,29.2
2009-10,Generated Data,50.9,37.6
2009-10,Generated Data,57.3,41.2
2009-10,Generated Data,53.2,42.8
2009-10,Zogby (Internet),49,51
2009-10,Generated Data,49.6,50.4
2009-10,Generated Data,51.9,40.1
2009-10,Generated Data,42.5,49.5
2009-10,Generated Data,53.1,45.9
2009-10,Generated Data,53.7,41.3
2009-10,Generated Data,49.6,50.4
2009-10,Generated Data,54.1,36.9
2009-10,Generated Data,53.5,39.5
2009-10,Generated Data,45.8,50.2
2009-10,Generated Data,48.9,43.1
2009-10,Generated Data,55,42
2009-10,Generated Data,55.4,35.6
2009-10,Generated Data,51.3,41.7
2009-10,Generated Data,45.2,47.8
2009-10,Generated Data,46.5,45.5
2009-10,Generated Data,41.7,58.3
2009-10,Generated Data,44.5,48.5
2009-10,Generated Data,48.2,43.8
2009-10,Generated Data,50.8,41.2
2009-10,Generated Data,49.7,43.3
2009-10,Generated Data,50.4,42.6
2009-10,Generated Data,44.3,48.7
2009-10,Generated Data,54.8,38.2
2009-10,Generated Data,51.2,47.8
2009-10,Generated Data,54.5,44
2009-10,Generated Data,49.5,43.5
2009-10,Generated Data,47.3,52.7
2009-10,Generated Data,54.2,34.3
2009-10,Generated Data,42.5,57.5
2009-10,Generated Data,50.2,42.8
2009-10,Generated Data,67.4,31.1
2009-10,Generated Data,49.9,47.1
2009-10,Generated Data,52,40
2009-10,Generated Data,56.6,41.9
2009-10,Generated Data,51.8,47.2
2009-10,Generated Data,52.2,36.3
2009-10,Generated Data,45.6,42.9
2009-10,Generated Data,43.8,48.2
2009-10,Generated Data,64.1,32.9
2009-10,Generated Data,59.2,36.8
2009-10,Generated Data,57.5,28
2009-10,Generated Data,58.8,29.7
2009-10,Generated Data,42.7,42.8
2009-10,Generated Data,48.7,43.3
2009-10,Generated Data,47.1,45.9
2009-10,Generated Data,51.6,41.4
2009-10,Generated Data,49.5,43.5
2009-10,Generated Data,44,55
2009-10,Generated Data,49.7,42.3
2009-10,Generated Data,55.7,32.8
2009-10,Generated Data,46.3,39.2
2009-10,Generated Data,59.3,29.2
2009-10,Generated Data,41.5,49.5
2009-10,Generated Data,53.7,44.8
2009-10,Generated Data,53.2,39.8
2009-10,Generated Data,49,36.5
2009-10,Generated Data,47.6,48.4
2009-10,Generated Data,57.4,41.6
2009-10,Generated Data,48.1,47.9
2009-10,Generated Data,53.4,41.6
2009-10,Generated Data,57.1,35.9
2009-10,Generated Data,52,36.5
2009-10,Generated Data,56.1,35.9
2009-10,Generated Data,56.6,40.4
2009-10,Generated Data,49.2,42.8
2009-10,Generated Data,49,51
2009-10,Generated Data,62.3,36.2
2009-10,Generated Data,56.1,40.9
2009-10,Generated Data,62.8,36.2
